id	rate
15003	0.032608696
15007	0.047619048
30031	0.0625
17031	0.071428571
32031	0.071428571
22017	0.076923077
9001	0.090909091
53015	0.090909091
2090	0.095238095
12099	0.1
18097	0.1
20015	0.1
23025	0.1
6063	0.111111111
19193	0.111111111
20029	0.111111111
25023	0.111111111
26041	0.111111111
26091	0.111111111
37021	0.111111111
40083	0.111111111
49043	0.111111111
49053	0.111111111
55131	0.111111111
41059	0.117647059
2020	0.125
32003	0.125
2198	0.125
6115	0.125
8049	0.125
12021	0.125
19169	0.125
20099	0.125
25001	0.125
30095	0.125
31089	0.125
39049	0.125
41007	0.125
47037	0.125
50027	0.125
53057	0.125
55055	0.125
56003	0.125
6079	0.133333333
19153	0.133333333
15003	0.141304348
1101	0.142857143
2050	0.142857143
6051	0.142857143
8089	0.142857143
16005	0.142857143
20117	0.142857143
22033	0.142857143
26025	0.142857143
26099	0.142857143
26115	0.142857143
27031	0.142857143
27169	0.142857143
34031	0.142857143
35059	0.142857143
40109	0.142857143
48039	0.142857143
48303	0.142857143
53037	0.142857143
54075	0.142857143
54099	0.142857143
56031	0.142857143
15001	0.147368421
6045	0.153846154
6059	0.153846154
6053	0.157894737
1125	0.166666667
2220	0.166666667
13015	0.166666667
16017	0.166666667
16043	0.166666667
19127	0.166666667
20095	0.166666667
20111	0.166666667
20133	0.166666667
25021	0.166666667
26061	0.166666667
30011	0.166666667
30033	0.166666667
30069	0.166666667
30101	0.166666667
31045	0.166666667
31069	0.166666667
36071	0.166666667
36089	0.166666667
39153	0.166666667
40009	0.166666667
40015	0.166666667
40049	0.166666667
40075	0.166666667
42043	0.166666667
42091	0.166666667
46115	0.166666667
47157	0.166666667
48053	0.166666667
53031	0.166666667
54039	0.166666667
54083	0.166666667
55003	0.166666667
16049	0.173913043
8059	0.181818182
41005	0.1875
2170	0.2
6097	0.2
6061	0.2
8051	0.2
35007	0.2
35057	0.2
49025	0.2
5109	0.2
6009	0.2
6095	0.2
8073	0.2
8107	0.2
12043	0.2
12086	0.2
17095	0.2
17105	0.2
17157	0.2
18141	0.2
19053	0.2
19059	0.2
19157	0.2
20061	0.2
20123	0.2
20147	0.2
24033	0.2
26125	0.2
26147	0.2
26157	0.2
27045	0.2
29213	0.2
30005	0.2
31031	0.2
31057	0.2
31087	0.2
35001	0.2
36063	0.2
37175	0.2
38017	0.2
39119	0.2
40045	0.2
40113	0.2
40151	0.2
41069	0.2
42005	0.2
42039	0.2
42049	0.2
42133	0.2
45083	0.2
46081	0.2
48157	0.2
48243	0.2
48339	0.2
48423	0.2
48441	0.2
49051	0.2
50015	0.2
51107	0.2
53067	0.2
55121	0.2
55125	0.2
6083	0.214285714
6007	0.222222222
8071	0.222222222
25009	0.222222222
26161	0.222222222
53049	0.222222222
48043	0.25
48201	0.25
6057	0.25
9005	0.25
30027	0.25
53061	0.25
6039	0.25
8085	0.25
20177	0.25
23017	0.25
28075	0.25
31033	0.25
31065	0.25
33005	0.25
41015	0.25
48363	0.25
49013	0.25
55123	0.25
1045	0.25
8001	0.25
8015	0.25
8113	0.25
12051	0.25
13311	0.25
17143	0.25
17173	0.25
17187	0.25
18003	0.25
18011	0.25
18095	0.25
19035	0.25
19095	0.25
19121	0.25
19163	0.25
20057	0.25
21125	0.25
22013	0.25
22047	0.25
22075	0.25
24043	0.25
24047	0.25
26003	0.25
26037	0.25
26141	0.25
27043	0.25
27071	0.25
28101	0.25
28121	0.25
29019	0.25
29021	0.25
29053	0.25
29057	0.25
29067	0.25
29201	0.25
30107	0.25
36077	0.25
37081	0.25
39155	0.25
40053	0.25
40063	0.25
40133	0.25
41027	0.25
42001	0.25
42115	0.25
45075	0.25
46087	0.25
46113	0.25
48037	0.25
48073	0.25
48111	0.25
48451	0.25
48493	0.25
51003	0.25
51121	0.25
51183	0.25
55075	0.25
55093	0.25
56027	0.25
15007	0.261904762
2240	0.266666667
2185	0.272727273
22103	0.272727273
48215	0.272727273
56039	0.272727273
6071	0.277777778
2122	0.277777778
2261	0.277777778
16085	0.277777778
33007	0.285714286
5143	0.285714286
6103	0.285714286
8083	0.285714286
16015	0.285714286
16039	0.285714286
19013	0.285714286
20155	0.285714286
26033	0.285714286
30087	0.285714286
32017	0.285714286
35025	0.285714286
41067	0.285714286
46013	0.285714286
48029	0.285714286
48083	0.285714286
49007	0.285714286
55089	0.285714286
8041	0.294117647
56035	0.3
30071	0.3125
27137	0.333333333
16079	0.333333333
6001	0.333333333
30001	0.333333333
30035	0.333333333
53053	0.333333333
6035	0.333333333
8097	0.333333333
17043	0.333333333
19033	0.333333333
19113	0.333333333
20041	0.333333333
23011	0.333333333
26049	0.333333333
26089	0.333333333
26121	0.333333333
27021	0.333333333
30075	0.333333333
35051	0.333333333
36065	0.333333333
38101	0.333333333
53019	0.333333333
55023	0.333333333
56005	0.333333333
1005	0.333333333
1015	0.333333333
1047	0.333333333
1083	0.333333333
2164	0.333333333
5029	0.333333333
5067	0.333333333
8023	0.333333333
8057	0.333333333
8075	0.333333333
8079	0.333333333
9015	0.333333333
12073	0.333333333
12075	0.333333333
12085	0.333333333
13021	0.333333333
13049	0.333333333
13051	0.333333333
13059	0.333333333
13127	0.333333333
16011	0.333333333
17037	0.333333333
18089	0.333333333
19015	0.333333333
19103	0.333333333
19109	0.333333333
19191	0.333333333
19197	0.333333333
20037	0.333333333
20049	0.333333333
20065	0.333333333
20079	0.333333333
20153	0.333333333
20205	0.333333333
21095	0.333333333
21145	0.333333333
22069	0.333333333
22105	0.333333333
23013	0.333333333
26087	0.333333333
26113	0.333333333
26143	0.333333333
27089	0.333333333
27145	0.333333333
28043	0.333333333
28049	0.333333333
28109	0.333333333
28161	0.333333333
29027	0.333333333
29043	0.333333333
29091	0.333333333
29131	0.333333333
29153	0.333333333
29173	0.333333333
31181	0.333333333
36035	0.333333333
36045	0.333333333
37037	0.333333333
37107	0.333333333
37113	0.333333333
37141	0.333333333
38045	0.333333333
39027	0.333333333
39063	0.333333333
39139	0.333333333
39173	0.333333333
40039	0.333333333
40103	0.333333333
42015	0.333333333
45029	0.333333333
45031	0.333333333
45041	0.333333333
45047	0.333333333
45071	0.333333333
45077	0.333333333
45087	0.333333333
46023	0.333333333
46025	0.333333333
46045	0.333333333
46055	0.333333333
46065	0.333333333
46071	0.333333333
47043	0.333333333
47045	0.333333333
47119	0.333333333
47163	0.333333333
47167	0.333333333
48027	0.333333333
48035	0.333333333
48055	0.333333333
48089	0.333333333
48095	0.333333333
48137	0.333333333
48233	0.333333333
48269	0.333333333
48337	0.333333333
48349	0.333333333
48359	0.333333333
48479	0.333333333
48495	0.333333333
51710	0.333333333
54089	0.333333333
54107	0.333333333
55007	0.333333333
55033	0.333333333
4013	0.347826087
6037	0.354166667
4005	0.36
16059	0.363636364
15009	0.373134328
53033	0.375
32007	0.375
6055	0.375
8067	0.375
28047	0.375
38055	0.375
41019	0.379310345
48439	0.384615385
53027	0.384615385
30105	0.388888889
25027	0.4
6013	0.4
6087	0.4
22019	0.4
41063	0.4
2150	0.4
5149	0.4
6047	0.4
6099	0.4
8093	0.4
9009	0.4
17113	0.4
19105	0.4
20091	0.4
20115	0.4
20137	0.4
22073	0.4
28059	0.4
29097	0.4
30099	0.4
31165	0.4
38089	0.4
40121	0.4
46109	0.4
48121	0.4
48179	0.4
49011	0.4
2290	0.416666667
41047	0.416666667
41051	0.416666667
53041	0.416666667
53077	0.416666667
6017	0.428571429
1073	0.428571429
9003	0.428571429
16003	0.428571429
19061	0.428571429
26013	0.428571429
26021	0.428571429
26047	0.428571429
30061	0.428571429
35037	0.428571429
36027	0.428571429
42129	0.428571429
55079	0.428571429
56015	0.428571429
33011	0.444444444
35015	0.444444444
35053	0.444444444
4001	0.454545455
4021	0.454545455
8101	0.454545455
33009	0.454545455
35043	0.454545455
6093	0.473684211
6089	0.5
56033	0.5
12011	0.5
32033	0.5
41057	0.5
56021	0.5
6077	0.5
17167	0.5
30047	0.5
30077	0.5
30091	0.5
35027	0.5
37055	0.5
42071	0.5
45007	0.5
49009	0.5
49015	0.5
53045	0.5
55027	0.5
1021	0.5
1089	0.5
5001	0.5
8065	0.5
12103	0.5
16053	0.5
17033	0.5
17091	0.5
17161	0.5
17195	0.5
17203	0.5
19065	0.5
20109	0.5
20139	0.5
20167	0.5
22101	0.5
25013	0.5
26065	0.5
26093	0.5
27141	0.5
30083	0.5
32005	0.5
36031	0.5
36083	0.5
41061	0.5
41065	0.5
42079	0.5
45043	0.5
45051	0.5
45073	0.5
46037	0.5
47001	0.5
48139	0.5
48183	0.5
48287	0.5
48435	0.5
48497	0.5
49041	0.5
55105	0.5
55113	0.5
1007	0.5
1039	0.5
1081	0.5
2180	0.5
2282	0.5
5039	0.5
5063	0.5
5065	0.5
5075	0.5
5085	0.5
5121	0.5
5129	0.5
8055	0.5
8087	0.5
8091	0.5
12015	0.5
12107	0.5
12117	0.5
13005	0.5
13229	0.5
13295	0.5
13305	0.5
16029	0.5
17011	0.5
17097	0.5
18035	0.5
18065	0.5
18107	0.5
18135	0.5
19031	0.5
19131	0.5
20077	0.5
21003	0.5
21061	0.5
21085	0.5
21157	0.5
21199	0.5
22005	0.5
22025	0.5
22031	0.5
24005	0.5
24021	0.5
24041	0.5
26095	0.5
26117	0.5
27135	0.5
28027	0.5
28095	0.5
28103	0.5
28159	0.5
29017	0.5
29039	0.5
29079	0.5
29125	0.5
29175	0.5
29225	0.5
31007	0.5
35009	0.5
35041	0.5
36073	0.5
37017	0.5
37047	0.5
37085	0.5
37087	0.5
37139	0.5
37193	0.5
38007	0.5
38079	0.5
39051	0.5
39073	0.5
39081	0.5
39095	0.5
39149	0.5
40041	0.5
40079	0.5
41021	0.5
42059	0.5
42061	0.5
42075	0.5
42077	0.5
45067	0.5
46069	0.5
46077	0.5
46095	0.5
47021	0.5
47029	0.5
47051	0.5
47055	0.5
47075	0.5
47093	0.5
47099	0.5
47105	0.5
47185	0.5
48013	0.5
48129	0.5
48175	0.5
48191	0.5
48219	0.5
48223	0.5
48241	0.5
48267	0.5
48271	0.5
48273	0.5
48291	0.5
48387	0.5
48415	0.5
48471	0.5
48485	0.5
51005	0.5
51069	0.5
51075	0.5
51085	0.5
51125	0.5
51149	0.5
51650	0.5
51800	0.5
53001	0.5
54021	0.5
54049	0.5
54069	0.5
55139	0.5
30029	0.526315789
26163	0.533333333
30013	0.533333333
6029	0.538461538
6065	0.538461538
26103	0.538461538
4007	0.545454545
8081	0.545454545
32023	0.545454545
49047	0.545454545
4015	0.555555556
23021	0.555555556
30067	0.555555556
41033	0.555555556
49049	0.555555556
4025	0.5625
56007	0.571428571
16001	0.571428571
16077	0.571428571
37031	0.571428571
41003	0.571428571
48091	0.571428571
49017	0.571428571
35045	0.6
48355	0.6
53009	0.6
5051	0.6
8003	0.6
9011	0.6
12057	0.6
12086	0.6
13245	0.6
16073	0.6
17201	0.6
26075	0.6
26077	0.6
30055	0.6
30093	0.6
38105	0.6
46047	0.6
48177	0.6
48245	0.6
48295	0.6
51031	0.6
8077	0.615384615
6049	0.625
31041	0.625
48061	0.625
56025	0.625
12087	0.636363636
53047	0.636363636
56013	0.642857143
36103	0.647058824
41035	0.666666667
6085	0.666666667
41017	0.666666667
35039	0.666666667
41043	0.666666667
17019	0.666666667
27007	0.666666667
34001	0.666666667
38049	0.666666667
48309	0.666666667
49023	0.666666667
49057	0.666666667
56043	0.666666667
1003	0.666666667
1051	0.666666667
6021	0.666666667
8009	0.666666667
8019	0.666666667
12053	0.666666667
13185	0.666666667
16021	0.666666667
16061	0.666666667
16063	0.666666667
17123	0.666666667
19183	0.666666667
20047	0.666666667
20135	0.666666667
22097	0.666666667
26127	0.666666667
28137	0.666666667
29109	0.666666667
29215	0.666666667
30007	0.666666667
30039	0.666666667
31001	0.666666667
32019	0.666666667
34011	0.666666667
35011	0.666666667
37049	0.666666667
37109	0.666666667
39171	0.666666667
40011	0.666666667
40127	0.666666667
42103	0.666666667
46005	0.666666667
