id	rate
15003	0.054347826
15007	0.071428571
22017	0.076923077
53041	0.083333333
16079	0.111111111
26091	0.111111111
15003	0.119565217
19169	0.125
20035	0.125
28075	0.125
48363	0.125
20191	0.133333333
1073	0.142857143
5119	0.142857143
5143	0.142857143
6103	0.142857143
12009	0.142857143
20113	0.142857143
26097	0.142857143
26115	0.142857143
27075	0.142857143
31019	0.142857143
40051	0.142857143
53037	0.142857143
53063	0.142857143
55101	0.142857143
29095	0.153846154
30105	0.166666667
10005	0.166666667
16057	0.166666667
19127	0.166666667
20133	0.166666667
22085	0.166666667
26067	0.166666667
26089	0.166666667
27109	0.166666667
31125	0.166666667
31155	0.166666667
39093	0.166666667
40015	0.166666667
42017	0.166666667
42027	0.166666667
42117	0.166666667
46115	0.166666667
54039	0.166666667
55039	0.166666667
55073	0.166666667
22103	0.181818182
53015	0.181818182
41005	0.1875
20015	0.2
26081	0.2
2188	0.2
12043	0.2
17095	0.2
17105	0.2
19023	0.2
19053	0.2
20009	0.2
22051	0.2
29101	0.2
29107	0.2
29183	0.2
29195	0.2
30021	0.2
31057	0.2
35001	0.2
36055	0.2
37155	0.2
38017	0.2
38025	0.2
39061	0.2
40073	0.2
40081	0.2
40149	0.2
42009	0.2
47189	0.2
48121	0.2
48171	0.2
48177	0.2
48339	0.2
55125	0.2
53033	0.208333333
8031	0.222222222
23021	0.222222222
6045	0.230769231
15007	0.238095238
6111	0.25
53077	0.25
6039	0.25
33005	0.25
39049	0.25
5145	0.25
6043	0.25
8113	0.25
17021	0.25
17173	0.25
17203	0.25
18011	0.25
18129	0.25
18145	0.25
19063	0.25
19099	0.25
19139	0.25
19141	0.25
19181	0.25
19185	0.25
20059	0.25
20165	0.25
22037	0.25
22047	0.25
22055	0.25
22101	0.25
25013	0.25
25025	0.25
26045	0.25
26053	0.25
27043	0.25
27061	0.25
27071	0.25
27119	0.25
29067	0.25
29099	0.25
29155	0.25
30083	0.25
31169	0.25
34019	0.25
36039	0.25
36117	0.25
37023	0.25
39077	0.25
39155	0.25
39157	0.25
39169	0.25
40005	0.25
40007	0.25
40053	0.25
40063	0.25
40141	0.25
41027	0.25
42115	0.25
42123	0.25
45073	0.25
46037	0.25
46049	0.25
46087	0.25
47031	0.25
47187	0.25
48217	0.25
48257	0.25
48357	0.25
48435	0.25
48493	0.25
50021	0.25
51003	0.25
51183	0.25
55021	0.25
55093	0.25
15009	0.253731343
19153	0.266666667
35043	0.272727273
42003	0.272727273
16085	0.277777778
8035	0.285714286
16005	0.285714286
19149	0.285714286
20117	0.285714286
30061	0.285714286
34031	0.285714286
36009	0.285714286
36075	0.285714286
36105	0.285714286
40109	0.285714286
48029	0.285714286
48491	0.285714286
55089	0.285714286
6013	0.3
6061	0.3
41041	0.3
53007	0.3
15001	0.326315789
6097	0.333333333
9005	0.333333333
19193	0.333333333
20029	0.333333333
40071	0.333333333
53053	0.333333333
19033	0.333333333
20045	0.333333333
20105	0.333333333
27021	0.333333333
30077	0.333333333
34005	0.333333333
36071	0.333333333
38049	0.333333333
38093	0.333333333
39153	0.333333333
42013	0.333333333
46033	0.333333333
48499	0.333333333
54083	0.333333333
55027	0.333333333
1015	0.333333333
1047	0.333333333
5049	0.333333333
5059	0.333333333
6091	0.333333333
6113	0.333333333
11001	0.333333333
11001	0.333333333
12053	0.333333333
12109	0.333333333
13059	0.333333333
13241	0.333333333
13285	0.333333333
16009	0.333333333
17029	0.333333333
17061	0.333333333
17067	0.333333333
17077	0.333333333
17119	0.333333333
18025	0.333333333
18093	0.333333333
18111	0.333333333
18123	0.333333333
18127	0.333333333
19001	0.333333333
19097	0.333333333
19103	0.333333333
19171	0.333333333
19183	0.333333333
20013	0.333333333
20053	0.333333333
20063	0.333333333
20079	0.333333333
20131	0.333333333
20141	0.333333333
20143	0.333333333
20145	0.333333333
20197	0.333333333
20205	0.333333333
21101	0.333333333
22003	0.333333333
22015	0.333333333
27019	0.333333333
27085	0.333333333
27103	0.333333333
27155	0.333333333
27171	0.333333333
28035	0.333333333
28107	0.333333333
28153	0.333333333
29007	0.333333333
29071	0.333333333
29131	0.333333333
29145	0.333333333
29167	0.333333333
